========================================
= 任务ID数据，由灰色枫叶GM工具自动生成 =
========================================
任务ID:85 名字:被选择者的象征      STR值：STR_QUEST_NAME_Q9510
任务ID:29603 名字:[每日]污染净化任务      STR值：STR_QUEST_NAME_Q29603
任务ID:29604 名字:前往德拉乌伯尼尔洞穴      STR值：STR_QUEST_NAME_Q29604
任务ID:29605 名字:前往泰奥勃莫斯秘密研究所      STR值：STR_QUEST_NAME_Q29605
任务ID:29606 名字:前往阿德玛城寨      STR值：STR_QUEST_NAME_Q29606
任务ID:29607 名字:前往黑暗普埃塔      STR值：STR_QUEST_NAME_Q29607
任务ID:29608 名字:前往格尔克马洛斯      STR值：STR_QUEST_NAME_Q29608
任务ID:29609 名字:[每日]卡斯帕守护任务      STR值：STR_QUEST_NAME_Q29609
任务ID:29610 名字:前往卡斯帕      STR值：STR_QUEST_NAME_Q29610
任务ID:29611 名字:前往乌达斯神殿      STR值：STR_QUEST_NAME_Q29611
任务ID:29612 名字:前往帕休曼迪尔寺院      STR值：STR_QUEST_NAME_Q29612
任务ID:29613 名字:前往萨尔潘      STR值：STR_QUEST_NAME_Q29613
任务ID:29614 名字:[每日]卡玛尔守护任务      STR值：STR_QUEST_NAME_Q29614
任务ID:29615 名字:前往阿图拉姆空中要塞      STR值：STR_QUEST_NAME_Q29615
任务ID:29616 名字:前往提亚玛兰塔      STR值：STR_QUEST_NAME_Q29616
任务ID:29617 名字:前往龙帝安息处      STR值：STR_QUEST_NAME_Q29617
任务ID:29618 名字:前往兰图斯基地      STR值：STR_QUEST_NAME_Q29618
任务ID:29619 名字:前往提亚马特城堡      STR值：STR_QUEST_NAME_Q29619
任务ID:29620 名字:前往北部卡塔拉姆      STR值：STR_QUEST_NAME_Q29620
任务ID:29621 名字:前往南部卡塔拉姆      STR值：STR_QUEST_NAME_Q29621
任务ID:29622 名字:前往卡塔拉姆地下      STR值：STR_QUEST_NAME_Q29622
任务ID:29623 名字:前往哥尔哈      STR值：STR_QUEST_NAME_Q29623
任务ID:29624 名字:前往卡多尔      STR值：STR_QUEST_NAME_Q29624
任务ID:29625 名字:[每日]北部卡塔拉姆守护任务      STR值：STR_QUEST_NAME_Q29625
任务ID:29626 名字:前往耶梦加得大桥      STR值：STR_QUEST_NAME_Q29626
任务ID:29627 名字:前往符文安息处      STR值：STR_QUEST_NAME_Q29627
任务ID:29628 名字:前往巴鲁纳次元研究所      STR值：STR_QUEST_NAME_Q29628
任务ID:29629 名字:前往萨乌洛军需基地      STR值：STR_QUEST_NAME_Q29629
任务ID:29630 名字:前往符文保护塔      STR值：STR_QUEST_NAME_Q29630
任务ID:29631 名字:苏尔特的提议      STR值：STR_QUEST_NAME_Q29631
任务ID:29632 名字:苏尔特给的任务      STR值：STR_QUEST_NAME_Q29632
任务ID:29633 名字:前往蹦蹦村      STR值：STR_QUEST_NAME_Q29633
任务ID:29634 名字:蹦蹦坎的希望      STR值：STR_QUEST_NAME_Q29634
任务ID:29635 名字:整理加勒比海岸      STR值：STR_QUEST_NAME_Q29635
任务ID:29636 名字:去找苏尔特      STR值：STR_QUEST_NAME_Q29636
任务ID:29637 名字:重要任务1      STR值：STR_QUEST_NAME_Q29637
任务ID:29638 名字:重要任务2      STR值：STR_QUEST_NAME_Q29638
任务ID:29639 名字:重要任务3      STR值：STR_QUEST_NAME_Q29639
任务ID:29640 名字:重要任务4      STR值：STR_QUEST_NAME_Q29640
任务ID:29641 名字:重要任务5      STR值：STR_QUEST_NAME_Q29641
任务ID:29642 名字:重要任务6      STR值：STR_QUEST_NAME_Q29642
任务ID:29643 名字:介绍重要任务      STR值：STR_QUEST_NAME_Q29643
任务ID:29644 名字:前往未知之地      STR值：STR_QUEST_NAME_Q29644
任务ID:29645 名字:[每日]补给通道阻碍物清除任务      STR值：STR_QUEST_NAME_Q29645
任务ID:29646 名字:现在开始必须要做的事      STR值：STR_QUEST_NAME_Q29646
任务ID:29647 名字:[每日]帮助格兰君德      STR值：STR_QUEST_NAME_Q29647
任务ID:29648 名字:成为远征队的一员      STR值：STR_QUEST_NAME_Q29648
任务ID:29649 名字:前往勒门图      STR值：STR_QUEST_NAME_Q29649
任务ID:29650 名字:[每日]红色沙漠守护任务      STR值：STR_QUEST_NAME_Q29650
任务ID:29651 名字:前往阿尔特盖德      STR值：STR_QUEST_NAME_Q29651
任务ID:29652 名字:[每日]茅斯兰森林守护任务      STR值：STR_QUEST_NAME_Q29652
任务ID:29653 名字:[每日]因派图西姆守护任务      STR值：STR_QUEST_NAME_Q29653
任务ID:29654 名字:前往哈拉梅尔      STR值：STR_QUEST_NAME_Q29654
任务ID:29655 名字:前往莫尔海姆冰冻要塞      STR值：STR_QUEST_NAME_Q29655
任务ID:29656 名字:[每日]莫尔海姆万年雪原守护任务      STR值：STR_QUEST_NAME_Q29656
任务ID:29657 名字:[每日]盐漠监视基地守护任务      STR值：STR_QUEST_NAME_Q29657
任务ID:29658 名字:前往诺赫西纳训练所      STR值：STR_QUEST_NAME_Q29658
任务ID:29659 名字:前往火之神殿      STR值：STR_QUEST_NAME_Q29659
任务ID:29660 名字:前往贝鲁斯兰      STR值：STR_QUEST_NAME_Q29660
任务ID:29661 名字:[每日]贝鲁斯兰要塞守护任务      STR值：STR_QUEST_NAME_Q29661
任务ID:29662 名字:[每日]奇多伦野营地守护任务      STR值：STR_QUEST_NAME_Q29662
任务ID:29663 名字:前往红鬃洞穴村      STR值：STR_QUEST_NAME_Q29663
任务ID:29664 名字:[每日]霜眉避难处守护任务      STR值：STR_QUEST_NAME_Q29664
任务ID:29665 名字:最重要的任务      STR值：STR_QUEST_NAME_Q29665
任务ID:29666 名字:前往诺斯珀德      STR值：STR_QUEST_NAME_Q29666
任务ID:29667 名字:[每日]神庙寺院守护任务      STR值：STR_QUEST_NAME_Q29667
任务ID:29668 名字:威胁神苗寺院的东西      STR值：STR_QUEST_NAME_Q29668
任务ID:29669 名字:[每日]莱茵哈特的妖精      STR值：STR_QUEST_NAME_Q29669
任务ID:29670 名字:前往托斯卡努据点      STR值：STR_QUEST_NAME_Q29670
任务ID:29671 名字:[成长]莱西斯的欢迎辞      STR值：STR_QUEST_NAME_Q29671
任务ID:29672 名字:[成长]为了守护者的第一步      STR值：STR_QUEST_NAME_Q29672
任务ID:29673 名字:[成长]进攻哈梅伦副本      STR值：STR_QUEST_NAME_Q29673
任务ID:29674 名字:[成长]进攻火之神殿副本      STR值：STR_QUEST_NAME_Q29674
任务ID:29675 名字:[成长]进攻噩梦副本      STR值：STR_QUEST_NAME_Q29675
任务ID:29676 名字:[成长]进攻德拉乌伯尼尔副本      STR值：STR_QUEST_NAME_Q29676
任务ID:29677 名字:[成长]目标高级守护者      STR值：STR_QUEST_NAME_Q29677
任务ID:29678 名字:[成长]装备进化1      STR值：STR_QUEST_NAME_Q29678
任务ID:29679 名字:[成长]装备进化2      STR值：STR_QUEST_NAME_Q29679
任务ID:29680 名字:[成长]知识书库副本      STR值：STR_QUEST_NAME_Q29680
任务ID:29681 名字:[成长]知识庭院副本      STR值：STR_QUEST_NAME_Q29681
任务ID:29682 名字:[成长]元素君主实验室副本      STR值：STR_QUEST_NAME_Q29682
任务ID:29683 名字:[专属]专属守护者的欢迎辞      STR值：STR_QUEST_NAME_Q29683
任务ID:29684 名字:[专属]守护者的成长支援 1      STR值：STR_QUEST_NAME_Q29684
任务ID:29685 名字:[专属]守护者的成长支援 2      STR值：STR_QUEST_NAME_Q29685
任务ID:29686 名字:[专属]守护者的成长支援 3      STR值：STR_QUEST_NAME_Q29686
任务ID:29687 名字:[专属]守护者的成长支援 4      STR值：STR_QUEST_NAME_Q29687
任务ID:29688 名字:[专属]守护者的成长支援 5      STR值：STR_QUEST_NAME_Q29688
任务ID:29689 名字:[专属]为了高级守护者的第一步      STR值：STR_QUEST_NAME_Q29689
任务ID:29690 名字:[专属]撞上天族      STR值：STR_QUEST_NAME_Q29690
任务ID:29691 名字:[专属]进攻忘却之裂缝副本      STR值：STR_QUEST_NAME_Q29691
任务ID:29692 名字:[专属]进攻阿克哈尔的布里特拉神域副本      STR值：STR_QUEST_NAME_Q29692
任务ID:29693 名字:[专属]进攻克洛班烈焰大本营副本      STR值：STR_QUEST_NAME_Q29693
任务ID:29694 名字:[专属]专属高级守护者装备      STR值：STR_QUEST_NAME_Q29694
任务ID:29900 名字:新的同伴——宠物精灵      STR值：STR_QUEST_NAME_Q29900
任务ID:29910 名字:新的同伴——宠物精灵      STR值：STR_QUEST_NAME_Q29910
任务ID:29911 名字:好同伴——宠物精灵      STR值：STR_QUEST_NAME_Q29911
任务ID:29912 名字:[每日]戴贝坎的委托      STR值：STR_QUEST_NAME_Q29912
任务ID:29913 名字:[每日]卡米的委托      STR值：STR_QUEST_NAME_Q29913
任务ID:30001 名字:友好的使节      STR值：STR_QUEST_NAME_Q30001
任务ID:30002 名字:龙信徒的目的      STR值：STR_QUEST_NAME_Q30002
任务ID:30003 名字:[组队]乌达斯神殿的秘密      STR值：STR_QUEST_NAME_Q30003
任务ID:30004 名字:[组队]消灭龙信徒头目      STR值：STR_QUEST_NAME_Q30004
任务ID:30005 名字:[组队]龙信徒讨伐作战      STR值：STR_QUEST_NAME_Q30005
任务ID:30006 名字:临时      STR值：STR_QUEST_NAME_Q30006
任务ID:30007 名字:德拉坎的文件      STR值：STR_QUEST_NAME_Q30007
任务ID:30008 名字:[组队]传说中的巨人      STR值：STR_QUEST_NAME_Q30008
任务ID:30009 名字:[组队]巨神兵的部件      STR值：STR_QUEST_NAME_Q30009
任务ID:30010 名字:[组队]龙信徒的毒药      STR值：STR_QUEST_NAME_Q30010
任务ID:30011 名字:[组队]剧毒的成分      STR值：STR_QUEST_NAME_Q30011
任务ID:30012 名字:丢失的工具      STR值：STR_QUEST_NAME_Q30012
任务ID:30013 名字:[组队]龙信徒的十字镐      STR值：STR_QUEST_NAME_Q30013
任务ID:30014 名字:[组队]更多的十字镐      STR值：STR_QUEST_NAME_Q30014
任务ID:30015 名字:损坏的长剑      STR值：STR_QUEST_NAME_Q30015
任务ID:30016 名字:修复长剑      STR值：STR_QUEST_NAME_Q30016
任务ID:30017 名字:损坏的大剑      STR值：STR_QUEST_NAME_Q30017
任务ID:30018 名字:修复大剑      STR值：STR_QUEST_NAME_Q30018
任务ID:30019 名字:损坏的战戟      STR值：STR_QUEST_NAME_Q30019
任务ID:30020 名字:修复战戟      STR值：STR_QUEST_NAME_Q30020
任务ID:30021 名字:损坏的法杖      STR值：STR_QUEST_NAME_Q30021
任务ID:30022 名字:修复法杖      STR值：STR_QUEST_NAME_Q30022
任务ID:30023 名字:损坏的法书      STR值：STR_QUEST_NAME_Q30023
任务ID:30024 名字:修复法书      STR值：STR_QUEST_NAME_Q30024
任务ID:30025 名字:损坏的宝珠      STR值：STR_QUEST_NAME_Q30025
任务ID:30026 名字:修复宝珠      STR值：STR_QUEST_NAME_Q30026
任务ID:30027 名字:损坏的弓      STR值：STR_QUEST_NAME_Q30027
任务ID:30028 名字:修复弓      STR值：STR_QUEST_NAME_Q30028
任务ID:30029 名字:损坏的短剑      STR值：STR_QUEST_NAME_Q30029
任务ID:30030 名字:修复短剑      STR值：STR_QUEST_NAME_Q30030
任务ID:30031 名字:损坏的战棍      STR值：STR_QUEST_NAME_Q30031
任务ID:30032 名字:修复战棍      STR值：STR_QUEST_NAME_Q30032
任务ID:30033 名字:[铸币/组队]妨碍调查的东西      STR值：STR_QUEST_NAME_Q30033
任务ID:30034 名字:损坏的魔力枪      STR值：STR_QUEST_NAME_Q30034
任务ID:30035 名字:修复魔力枪      STR值：STR_QUEST_NAME_Q30035
任务ID:30036 名字:损坏的魔力炮      STR值：STR_QUEST_NAME_Q30036
任务ID:30037 名字:修复魔力炮      STR值：STR_QUEST_NAME_Q30037
任务ID:30038 名字:损坏的弦乐器      STR值：STR_QUEST_NAME_Q30038
任务ID:30039 名字:修复弦乐器      STR值：STR_QUEST_NAME_Q30039
任务ID:30040 名字:损坏的启动钥匙      STR值：STR_QUEST_NAME_Q30040
任务ID:30041 名字:修复启动钥匙      STR值：STR_QUEST_NAME_Q30041
任务ID:30042 名字:合作之使节      STR值：STR_QUEST_NAME_Q30042
任务ID:30043 名字:[副本/组队]乌达斯神殿的龙信徒      STR值：STR_QUEST_NAME_Q30043
任务ID:30044 名字:[副本/每日/组队]阿乌利安的任务      STR值：STR_QUEST_NAME_Q30044
任务ID:30045 名字:[副本/组队]鸢族元老胡内乌斯的请求      STR值：STR_QUEST_NAME_Q30045
任务ID:30046 名字:[副本/每日/组队]阿乌利安的求助      STR值：STR_QUEST_NAME_Q30046
任务ID:30051 名字:[每日]消灭回廊的魔军      STR值：STR_QUEST_NAME_Q30051
任务ID:30052 名字:搜集巨人的遗物      STR值：STR_QUEST_NAME_Q30052
任务ID:30053 名字:消灭让人头疼的毒虫      STR值：STR_QUEST_NAME_Q30053
任务ID:30054 名字:变成石像的部下      STR值：STR_QUEST_NAME_Q30054
任务ID:30055 名字:为了妻子      STR值：STR_QUEST_NAME_Q30055
任务ID:30056 名字:迪尔比夏的悲哀      STR值：STR_QUEST_NAME_Q30056
任务ID:30057 名字:困难的侦察任务      STR值：STR_QUEST_NAME_Q30057
任务ID:30061 名字:未知地区的真相      STR值：STR_QUEST_NAME_Q30061
任务ID:30062 名字:[组队]守护背叛回廊的龙族      STR值：STR_QUEST_NAME_Q30062
任务ID:30101 名字:亲善使节      STR值：STR_QUEST_NAME_Q30101
任务ID:30102 名字:龙信徒的目标      STR值：STR_QUEST_NAME_Q30102
任务ID:30103 名字:[组队]乌达斯神殿隐藏的东西      STR值：STR_QUEST_NAME_Q30103
任务ID:30104 名字:[组队]消灭龙信徒头目      STR值：STR_QUEST_NAME_Q30104
任务ID:30105 名字:[组队]讨伐龙信徒      STR值：STR_QUEST_NAME_Q30105
任务ID:30106 名字:临时      STR值：STR_QUEST_NAME_Q30106
任务ID:30107 名字:德拉坎的秘密文件      STR值：STR_QUEST_NAME_Q30107
任务ID:30108 名字:[组队]传说中的种族      STR值：STR_QUEST_NAME_Q30108
任务ID:30109 名字:[组队]巨神兵的动力源      STR值：STR_QUEST_NAME_Q30109
任务ID:30110 名字:[组队]龙信徒使用的毒药      STR值：STR_QUEST_NAME_Q30110
任务ID:30111 名字:[组队]剧毒的来源      STR值：STR_QUEST_NAME_Q30111
任务ID:30112 名字:转达问候      STR值：STR_QUEST_NAME_Q30112
任务ID:30113 名字:[组队]为了复仇      STR值：STR_QUEST_NAME_Q30113
任务ID:30114 名字:[组队]伤心的委托      STR值：STR_QUEST_NAME_Q30114
任务ID:30115 名字:损伤的长剑      STR值：STR_QUEST_NAME_Q30115
任务ID:30116 名字:修复长剑      STR值：STR_QUEST_NAME_Q30116
任务ID:30117 名字:损伤的大剑      STR值：STR_QUEST_NAME_Q30117
任务ID:30118 名字:修复大剑      STR值：STR_QUEST_NAME_Q30118
任务ID:30119 名字:损伤的战戟      STR值：STR_QUEST_NAME_Q30119
任务ID:30120 名字:修复战戟      STR值：STR_QUEST_NAME_Q30120
任务ID:30121 名字:损伤的法杖      STR值：STR_QUEST_NAME_Q30121
任务ID:30122 名字:修复法杖      STR值：STR_QUEST_NAME_Q30122
任务ID:30123 名字:损伤的法书      STR值：STR_QUEST_NAME_Q30123
任务ID:30124 名字:修复法书      STR值：STR_QUEST_NAME_Q30124
任务ID:30125 名字:损伤的宝珠      STR值：STR_QUEST_NAME_Q30125
任务ID:30126 名字:修复宝珠      STR值：STR_QUEST_NAME_Q30126
任务ID:30127 名字:损伤的弓      STR值：STR_QUEST_NAME_Q30127
任务ID:30128 名字:修复弓      STR值：STR_QUEST_NAME_Q30128
任务ID:30129 名字:损伤的短剑      STR值：STR_QUEST_NAME_Q30129
任务ID:30130 名字:修复短剑      STR值：STR_QUEST_NAME_Q30130
任务ID:30131 名字:损伤的战棍      STR值：STR_QUEST_NAME_Q30131
任务ID:30132 名字:修复战棍      STR值：STR_QUEST_NAME_Q30132
任务ID:30133 名字:[铸币/组队]消灭妨碍者      STR值：STR_QUEST_NAME_Q30133
任务ID:30134 名字:损伤的魔力枪      STR值：STR_QUEST_NAME_Q30134
任务ID:30135 名字:修复魔力枪      STR值：STR_QUEST_NAME_Q30135
任务ID:30136 名字:损伤的魔力炮      STR值：STR_QUEST_NAME_Q30136
任务ID:30137 名字:修复魔力炮      STR值：STR_QUEST_NAME_Q30137
任务ID:30138 名字:损伤的弦乐器      STR值：STR_QUEST_NAME_Q30138
任务ID:30139 名字:修复弦乐器      STR值：STR_QUEST_NAME_Q30139
任务ID:30140 名字:损伤的启动钥匙      STR值：STR_QUEST_NAME_Q30140
任务ID:30141 名字:修复启动钥匙      STR值：STR_QUEST_NAME_Q30141
任务ID:30142 名字:合作使节      STR值：STR_QUEST_NAME_Q30142
任务ID:30143 名字:[副本/组队]乌达斯的龙信徒      STR值：STR_QUEST_NAME_Q30143
任务ID:30144 名字:[副本/每日/组队]玛拉纳斯的任务      STR值：STR_QUEST_NAME_Q30144
任务ID:30145 名字:[副本/组队]鸢族元老阿格拉乌洛斯的请求      STR值：STR_QUEST_NAME_Q30145
任务ID:30146 名字:[副本/每日/组队]玛拉纳斯的求助      STR值：STR_QUEST_NAME_Q30146
任务ID:30151 名字:[每日]消灭回廊的天军      STR值：STR_QUEST_NAME_Q30151
任务ID:30152 名字:重要的遗物      STR值：STR_QUEST_NAME_Q30152
任务ID:30153 名字:消灭危险的毒虫      STR值：STR_QUEST_NAME_Q30153
任务ID:30154 名字:变成石像的女人      STR值：STR_QUEST_NAME_Q30154
任务ID:30155 名字:解除诅咒的药      STR值：STR_QUEST_NAME_Q30155
任务ID:30156 名字:奈夫的爱      STR值：STR_QUEST_NAME_Q30156
任务ID:30157 名字:比尔利的心      STR值：STR_QUEST_NAME_Q30157
任务ID:30158 名字:重要的侦察任务      STR值：STR_QUEST_NAME_Q30158
任务ID:30161 名字:未知地区的真面目      STR值：STR_QUEST_NAME_Q30161
任务ID:30162 名字:[组队]守护背叛回廊的龙族      STR值：STR_QUEST_NAME_Q30162
任务ID:30201 名字:追踪龙信徒输送队      STR值：STR_QUEST_NAME_Q30201
任务ID:30202 名字:奇怪的仪式      STR值：STR_QUEST_NAME_Q30202
任务ID:30203 名字:[组队]消灭封印守护者      STR值：STR_QUEST_NAME_Q30203
任务ID:30204 名字:和龙族研究专家见面      STR值：STR_QUEST_NAME_Q30204
任务ID:30205 名字:龙帝纪念碑拓本      STR值：STR_QUEST_NAME_Q30205
任务ID:30206 名字:[组队]寻找龙信徒的古代文献      STR值：STR_QUEST_NAME_Q30206
任务ID:30207 名字:招魂仪式的材料      STR值：STR_QUEST_NAME_Q30207
任务ID:30208 名字:[组队]召唤忠实的应答者      STR值：STR_QUEST_NAME_Q30208
任务ID:30209 名字:古代文献复原委托      STR值：STR_QUEST_NAME_Q30209
任务ID:30210 名字:复原所需的硫磺结晶      STR值：STR_QUEST_NAME_Q30210
任务ID:30211 名字:[组队]启动宝珠的水晶棒      STR值：STR_QUEST_NAME_Q30211
任务ID:30212 名字:新的动力源      STR值：STR_QUEST_NAME_Q30212
任务ID:30213 名字:[组队]时空之宝珠      STR值：STR_QUEST_NAME_Q30213
任务ID:30214 名字:为了英吉斯温      STR值：STR_QUEST_NAME_Q30214
任务ID:30215 名字:功勋的奖励      STR值：STR_QUEST_NAME_Q30215
任务ID:30216 名字:烙印之石凹槽仪式      STR值：STR_QUEST_NAME_Q30216
任务ID:30217 名字:[组队]新的烙印之石凹槽      STR值：STR_QUEST_NAME_Q30217
任务ID:30218 名字:[组队]埃修玛的复仇      STR值：STR_QUEST_NAME_Q30218
任务ID:30219 名字:[组队]消灭勇于献身的马纳达尔      STR值：STR_QUEST_NAME_Q30219
任务ID:30220 名字:[组队]未能完成的任务      STR值：STR_QUEST_NAME_Q30220
任务ID:30221 名字:[组队]为了完成任务      STR值：STR_QUEST_NAME_Q30221
任务ID:30222 名字:[组队]为了朋友      STR值：STR_QUEST_NAME_Q30222
任务ID:30223 名字:[组队]为了新的毒药      STR值：STR_QUEST_NAME_Q30223
任务ID:30224 名字:[组队]消灭盗掘团头目      STR值：STR_QUEST_NAME_Q30224
任务ID:30225 名字:[组队]卢普金的委托      STR值：STR_QUEST_NAME_Q30225
任务ID:30226 名字:搜集梦幻泡沫      STR值：STR_QUEST_NAME_Q30226
任务ID:30227 名字:[组队]为了解放灵魂      STR值：STR_QUEST_NAME_Q30227
任务ID:30228 名字:艾乌拉的委托      STR值：STR_QUEST_NAME_Q30228
任务ID:30229 名字:注入生命力的材料      STR值：STR_QUEST_NAME_Q30229
任务ID:30230 名字:促进实体化的材料      STR值：STR_QUEST_NAME_Q30230
任务ID:30231 名字:为了成功的材料      STR值：STR_QUEST_NAME_Q30231
任务ID:30232 名字:[组队]净化受到污染的精灵      STR值：STR_QUEST_NAME_Q30232
任务ID:30233 名字:为了制造钥匙      STR值：STR_QUEST_NAME_Q30233
任务ID:30234 名字:[组队]净化塔洛斯的灵魂      STR值：STR_QUEST_NAME_Q30234
任务ID:30235 名字:[组队]新的长剑      STR值：STR_QUEST_NAME_Q30235
任务ID:30236 名字:[组队]新的大剑      STR值：STR_QUEST_NAME_Q30236
任务ID:30237 名字:[组队]新的战戟      STR值：STR_QUEST_NAME_Q30237
任务ID:30238 名字:[组队]新的法杖      STR值：STR_QUEST_NAME_Q30238
任务ID:30239 名字:[组队]新的法书      STR值：STR_QUEST_NAME_Q30239
任务ID:30240 名字:[组队]新的宝珠      STR值：STR_QUEST_NAME_Q30240
任务ID:30241 名字:[组队]新的弓      STR值：STR_QUEST_NAME_Q30241
任务ID:30242 名字:[组队]新的短剑      STR值：STR_QUEST_NAME_Q30242
任务ID:30243 名字:[组队]新的战棍      STR值：STR_QUEST_NAME_Q30243
任务ID:30244 名字:[组队]击退帕休曼迪尔龙族      STR值：STR_QUEST_NAME_Q30244
任务ID:30245 名字:[铸币/组队]阻止盗掘团      STR值：STR_QUEST_NAME_Q30245
任务ID:30246 名字:与卡伊努斯代理人的约定      STR值：STR_QUEST_NAME_Q30246
任务ID:30247 名字:[组队]新的魔力枪      STR值：STR_QUEST_NAME_Q30247
任务ID:30248 名字:[组队]新的魔力炮      STR值：STR_QUEST_NAME_Q30248
任务ID:30249 名字:[组队]新的弦乐器      STR值：STR_QUEST_NAME_Q30249
任务ID:30250 名字:[组队]新的启动钥匙      STR值：STR_QUEST_NAME_Q30250
任务ID:30251 名字:埃雷修兰塔支援请求      STR值：STR_QUEST_NAME_Q30251
任务ID:30252 名字:前往深渊残骸      STR值：STR_QUEST_NAME_Q30252
任务ID:30253 名字:[部队]消灭卡鲁巴      STR值：STR_QUEST_NAME_Q30253
任务ID:30254 名字:[部队]明暗原型体      STR值：STR_QUEST_NAME_Q30254
任务ID:30255 名字:[部队]占领实体      STR值：STR_QUEST_NAME_Q30255
任务ID:30256 名字:[部队]复原罗扎雷亚的鞋子      STR值：STR_QUEST_NAME_Q30256
任务ID:30257 名字:[部队]复原罗扎雷亚的手套      STR值：STR_QUEST_NAME_Q30257
任务ID:30258 名字:[部队]复原罗扎雷亚的肩甲      STR值：STR_QUEST_NAME_Q30258
任务ID:30259 名字:[部队]复原罗扎雷亚的护腿      STR值：STR_QUEST_NAME_Q30259
任务ID:30260 名字:[部队]复原罗扎雷亚的胸甲      STR值：STR_QUEST_NAME_Q30260
任务ID:30261 名字:奇妙的碎片      STR值：STR_QUEST_NAME_Q30261
任务ID:30262 名字:[部队]清除碎片      STR值：STR_QUEST_NAME_Q30262
任务ID:30263 名字:[部队]救助队出动      STR值：STR_QUEST_NAME_Q30263
任务ID:30264 名字:精灵的特别的项链      STR值：STR_QUEST_NAME_Q30264
任务ID:30265 名字:失落的旧战戟      STR值：STR_QUEST_NAME_Q30265
任务ID:30266 名字:[部队]消灭监视者      STR值：STR_QUEST_NAME_Q30266
任务ID:30267 名字:[部队]巨大奥德碎片的影响      STR值：STR_QUEST_NAME_Q30267
任务ID:30276 名字:到粉碎的深渊残骸去      STR值：STR_QUEST_NAME_Q30276
任务ID:30277 名字:[部队]倒下的蜘蛛      STR值：STR_QUEST_NAME_Q30277
任务ID:30278 名字:[部队]变得污浊的明暗      STR值：STR_QUEST_NAME_Q30278
任务ID:30279 名字:[部队]消灭暴走的守护者      STR值：STR_QUEST_NAME_Q30279
任务ID:30280 名字:[部队]清除不稳定的奥德      STR值：STR_QUEST_NAME_Q30280
任务ID:30281 名字:[部队]铲除愤怒的碎片      STR值：STR_QUEST_NAME_Q30281
任务ID:30282 名字:[部队]处决瞎眼监视者      STR值：STR_QUEST_NAME_Q30282
任务ID:30283 名字:[部队]工匠的心愿      STR值：STR_QUEST_NAME_Q30283
任务ID:30301 名字:搜索龙信徒输送队      STR值：STR_QUEST_NAME_Q30301
任务ID:30302 名字:不祥的仪式      STR值：STR_QUEST_NAME_Q30302
任务ID:30303 名字:[组队]暗杀封印守护者      STR值：STR_QUEST_NAME_Q30303
任务ID:30304 名字:龙信徒研究专家的建议      STR值：STR_QUEST_NAME_Q30304
任务ID:30305 名字:龙帝纪念塔拓本      STR值：STR_QUEST_NAME_Q30305
任务ID:30306 名字:[组队]搜集龙信徒的古代文献      STR值：STR_QUEST_NAME_Q30306
任务ID:30307 名字:召唤应答者的材料      STR值：STR_QUEST_NAME_Q30307
任务ID:30308 名字:[组队]召唤应答者乌特拉      STR值：STR_QUEST_NAME_Q30308
任务ID:30309 名字:古代文献复原请求      STR值：STR_QUEST_NAME_Q30309
任务ID:30310 名字:复原所需的材料      STR值：STR_QUEST_NAME_Q30310
任务ID:30311 名字:[组队]宝珠的动力源      STR值：STR_QUEST_NAME_Q30311
任务ID:30312 名字:水晶棒的动力源      STR值：STR_QUEST_NAME_Q30312
任务ID:30313 名字:[组队]启动时空之宝珠      STR值：STR_QUEST_NAME_Q30313
任务ID:30314 名字:为了格尔克马洛斯      STR值：STR_QUEST_NAME_Q30314
任务ID:30315 名字:功绩的奖励      STR值：STR_QUEST_NAME_Q30315
任务ID:30316 名字:为了烙印之石凹槽的仪式      STR值：STR_QUEST_NAME_Q30316
任务ID:30317 名字:[组队]开启新的烙印之石凹槽      STR值：STR_QUEST_NAME_Q30317
任务ID:30318 名字:[组队]埃修玛的报复      STR值：STR_QUEST_NAME_Q30318
任务ID:30319 名字:[组队]消灭勇于献身的马纳达尔      STR值：STR_QUEST_NAME_Q30319
任务ID:30320 名字:[组队]未完成的任务      STR值：STR_QUEST_NAME_Q30320
任务ID:30321 名字:[组队]完成最后的任务      STR值：STR_QUEST_NAME_Q30321
任务ID:30322 名字:[组队]被囚禁的朋友      STR值：STR_QUEST_NAME_Q30322
任务ID:30323 名字:[组队]巨大的斯莱姆      STR值：STR_QUEST_NAME_Q30323
任务ID:30324 名字:[组队]除掉盗掘团头目      STR值：STR_QUEST_NAME_Q30324
任务ID:30325 名字:[组队]卢普金的恳求      STR值：STR_QUEST_NAME_Q30325
任务ID:30326 名字:模糊的幻影      STR值：STR_QUEST_NAME_Q30326
任务ID:30327 名字:[组队]为了守护者们的灵魂      STR值：STR_QUEST_NAME_Q30327
任务ID:30328 名字:沃米尔的愿望      STR值：STR_QUEST_NAME_Q30328
任务ID:30329 名字:拥有强大生命力的材料      STR值：STR_QUEST_NAME_Q30329
任务ID:30330 名字:帮助实体化的材料      STR值：STR_QUEST_NAME_Q30330
任务ID:30331 名字:为了成功的材料      STR值：STR_QUEST_NAME_Q30331
任务ID:30332 名字:[组队]净化火焰精灵      STR值：STR_QUEST_NAME_Q30332
任务ID:30333 名字:为了焚化炉钥匙      STR值：STR_QUEST_NAME_Q30333
任务ID:30334 名字:[组队]解放塔洛斯的灵魂      STR值：STR_QUEST_NAME_Q30334
